"account_id","id","city","coordinates","country","device_id","hl","ip","open_from_qr_code","platform","viewing_date"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","H0rDm4","strasbourg","[{""N"":""48.5839""},{""N"":""7.7455""}]","fr","2047358982.1667950602534","en","92.184.124.75","false","web","2023-01-18T15:28:41.030Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","HCrmBY","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","2047358982.1667950602534","fr","92.184.104.183","false","web","2022-11-12T21:25:46.501Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","HWaq7Y","paris","[{""N"":""48.8331""},{""N"":""2.3264""}]","fr","2047358982.1667950602534","fr","92.184.117.65","false","web","2022-12-28T00:02:42.862Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","Hwa5JJ","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","0547008274.1669051047532","fr","84.14.243.4","false","web","2022-11-21T17:17:28.267Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","I03GNk","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","2047358982.1667950602534","fr","92.184.104.183","false","web","2022-11-12T21:26:50.002Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","JsR5Au","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","5335183070.1668300760979","fr","92.184.105.1","false","web","2022-11-13T00:52:44.251Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","JuvQR3","brussels","[{""N"":""50.8505""},{""N"":""4.3488""}]","be","8120504845.1668425606033","fr","66.249.93.146","false","web","2022-11-14T11:33:27.332Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","LeffWk","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-12-07T00:05:23.775Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","MHlxET","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","en","80.9.240.131","false","web","2023-01-03T21:37:39.246Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","N7XQud","bordeaux","[{""N"":""-0.5805""},{""N"":""44.8404""}]","fr","6864572312.1668906081515","fr","92.184.98.243","false","app","2022-11-28T14:31:51.189Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","NkfVEY","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","6906410144.1671028910604","fr","80.9.240.131","false","web","2022-12-14T14:41:51.258Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","O2MOQS","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","2047358982.1667950602534","fr","92.184.104.183","false","web","2022-11-12T23:34:48.764Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","O5bHj4","strasbourg","[{""N"":""48.5839""},{""N"":""7.7455""}]","fr","2047358982.1667950602534","en","92.184.124.75","false","web","2023-01-18T17:36:11.239Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","Ppz836","colomiers","[{""N"":""1.3347""},{""N"":""43.6106""}]","fr","6864572312.1668906081515","fr","80.9.240.131","false","app","2022-12-16T17:12:36.318Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","QcqScR","karlsruhe","[{""N"":""49.0094""},{""N"":""8.4044""}]","de","2047358982.1667950602534","en","37.24.81.254","false","web","2023-02-07T19:43:05.057Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","SL7o0f","marseille","[{""N"":""43.297""},{""N"":""5.3811""}]","fr","2047358982.1667950602534","fr","178.249.212.31","false","web","2023-01-01T21:31:06.536Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","SPHfHn","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-11-09T11:53:37.757Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","ShYhx6","colomiers","[{""N"":""1.3347""},{""N"":""43.6106""}]","fr","6864572312.1668906081515","fr","80.9.240.131","false","app","2022-11-22T02:08:46.391Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","TAZWps","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","6343081332.1668294673834","fr","92.184.104.183","false","web","2022-11-12T23:11:15.005Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","TDbw1m","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-11-29T11:25:58.149Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","TiUCaW","Bordeaux","[{""N"":""-0.5805""},{""N"":""44.8404""}]","fr","UKJEA06Vl","fr","92.184.108.90","true","","2022-11-11T00:35:57.860Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","UX8eBq","strasbourg","[{""N"":""48.5839""},{""N"":""7.7455""}]","fr","2047358982.1667950602534","en","92.184.124.75","false","web","2023-01-18T22:23:38.805Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","VG6WeR","nantes","[{""N"":""47.2172""},{""N"":""-1.5534""}]","fr","2775428293.1668422606810","fr","90.83.183.225","false","web","2022-11-14T10:43:27.885Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","X18ccd","Bordeaux","[{""N"":""-0.5805""},{""N"":""44.8404""}]","fr","UKJEA06Vl","fr","92.184.108.90","false","","2022-11-11T02:05:44.607Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","X5pkew","biscarrosse","[{""N"":""44.3945""},{""N"":""-1.1672""}]","fr","9761620992.1678889697161","fr","90.61.244.181","false","web","2023-03-15T14:14:58.454Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","XjjT2z","bordeaux","[{""N"":""44.8404""},{""N"":""-0.5805""}]","fr","1133971790.1680898229435","fr","92.184.98.89","false","web","2023-04-07T20:10:43.633Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","Y76H2R","strasbourg","[{""N"":""48.5839""},{""N"":""7.7455""}]","fr","8705400293.1674080749160","fr","92.184.124.75","false","web","2023-01-18T22:19:47.083Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","YXefBC","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-11-14T22:38:30.949Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","YYrV37","colomiers","[{""N"":""1.3347""},{""N"":""43.6106""}]","fr","4804790216.1667788104995","fr","80.9.240.131","false","app","2022-11-09T12:30:40.247Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","Z8Q7yX","bordeaux","[{""N"":""44.8404""},{""N"":""-0.5805""}]","fr","3932220704.1668018860830","fr","92.184.108.114","false","web","2022-11-09T18:34:29.392Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","Z8i2fE","bordeaux","[{""N"":""44.8404""},{""N"":""-0.5805""}]","fr","6160679561.1668127202373","fr","92.184.108.90","false","web","2022-11-11T00:40:11.517Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","ZV2dAn","colomiers","[{""N"":""1.3347""},{""N"":""43.6106""}]","fr","5752083506.1668813242600","en","80.9.240.131","false","app","2022-12-14T11:44:55.878Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","ZqxBny","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","8925226343.1670495651374","fr","92.182.69.247","false","web","2022-12-08T10:34:14.447Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","aFDTn8","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","5943260115.1676985769960","fr","89.207.171.76","false","web","2023-02-21T13:23:27.359Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","aG8Be2","plaisance-du-touch","[{""N"":""43.5655""},{""N"":""1.2965""}]","fr","1124298674.1679273672155","fr","86.249.148.170","false","web","2023-03-20T00:54:38.707Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","b4SnWn","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","2047358982.1667950602534","fr","92.184.104.183","false","web","2022-11-12T23:34:42.939Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","bYYSGH","tournefeuille","[{""N"":""43.5887""},{""N"":""1.3192""}]","fr","2883941860.1677291308813","fr","86.249.148.170","false","web","2023-02-25T02:15:15.188Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","c1i4pv","Paris","[{""N"":""2.3488""},{""N"":""48.8534""}]","fr","UKJEA06Vl","fr","92.184.104.88","false","","2022-11-12T23:41:58.995Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","cPSOvf","bordeaux","[{""N"":""44.8404""},{""N"":""-0.5805""}]","fr","3996159834.1668009239352","fr","92.184.108.202","false","web","2022-11-09T15:52:09.229Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","cWWQ1X","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","5861488015.1668382364060","fr","80.9.240.131","false","web","2022-11-13T23:30:37.300Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","d9n9Hw","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-11-22T20:30:22.021Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","dXz1OJ","bordeaux","[{""N"":""44.8404""},{""N"":""-0.5805""}]","fr","6640896805.1668027350231","fr","92.184.108.114","false","web","2022-11-09T20:55:52.022Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","diN5eV","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","3148997198.1667996470939","fr","80.9.240.131","false","web","2022-11-09T12:21:11.931Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","e39q5i","bad rappenau","[{""N"":""49.2385""},{""N"":""9.1018""}]","de","2047358982.1667950602534","en","37.24.81.254","false","web","2023-02-02T21:13:53.290Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","eCSssV","colomiers","[{""N"":""1.3347""},{""N"":""43.6106""}]","fr","5752083506.1668813242600","en","80.9.240.131","false","app","2022-11-29T17:06:07.950Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","eyKTOI","strasbourg","[{""N"":""48.5839""},{""N"":""7.7455""}]","fr","2047358982.1667950602534","en","92.184.124.75","false","web","2023-01-18T22:16:45.360Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","f4096C","bordeaux","[{""N"":""44.8404""},{""N"":""-0.5805""}]","fr","1133971790.1680898229435","fr","92.184.98.89","false","web","2023-04-07T20:10:34.529Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","fzTIGD","bad rappenau","[{""N"":""49.2385""},{""N"":""9.1018""}]","de","8292346666.1673854309506","fr","37.24.81.254","false","web","2023-01-16T07:33:59.640Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","g4qgXj","strasbourg","[{""N"":""48.5839""},{""N"":""7.7455""}]","fr","2047358982.1667950602534","en","92.184.124.75","false","web","2023-01-18T15:30:54.681Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","gWGNcC","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","5863018758.1679492805609","fr","185.65.97.4","false","web","2023-03-22T13:45:45.358Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","gbaLNu","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-12-16T17:41:49.588Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","gozkq8","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-11-14T11:57:38.757Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","hPSzmX","bad rappenau","[{""N"":""49.2385""},{""N"":""9.1018""}]","de","2040660438.1674721156080","fr","37.24.81.254","false","web","2023-01-26T08:19:18.711Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","hRaIPi","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","5943260115.1676985769960","fr","89.207.171.76","false","web","2023-02-21T13:23:16.615Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","iDD7ZU","bad rappenau","[{""N"":""49.2385""},{""N"":""9.1018""}]","de","2827387729.1673942356174","fr","37.24.81.254","false","web","2023-01-17T07:59:22.227Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","iDjL7J","colomiers","[{""N"":""1.3347""},{""N"":""43.6106""}]","fr","5752083506.1668813242600","en","80.9.240.131","false","app","2022-12-17T12:39:12.739Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","ijA7DH","tournefeuille","[{""N"":""43.5887""},{""N"":""1.3192""}]","fr","4465346072.1676384921184","fr","86.249.148.170","false","web","2023-02-14T15:55:39.873Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","iogiJF","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-12-23T00:35:39.817Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","j0CI2G","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","7034594105.1668305943739","fr","92.184.105.1","false","web","2022-11-13T02:19:06.500Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","j5aptt","paris","[{""N"":""2.3488""},{""N"":""48.8534""}]","fr","6864572312.1668906081515","en","92.184.107.153","false","app","2023-02-11T09:08:41.050Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","jgqar8","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-11-14T22:38:47.079Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","jmTxry","brussels","[{""N"":""50.8505""},{""N"":""4.3488""}]","be","6653714541.1668425606228","fr","66.249.93.155","false","web","2022-11-14T11:33:27.309Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","kIc4Vb","karlsruhe","[{""N"":""49.0094""},{""N"":""8.4044""}]","de","2047358982.1667950602534","en","37.24.81.254","false","web","2023-02-07T19:42:28.481Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","kWTyCR","bordeaux","[{""N"":""-0.5805""},{""N"":""44.8404""}]","fr","6864572312.1668906081515","fr","92.184.108.83","false","app","2022-11-20T01:01:55.251Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","l2Qpr9","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","5363954048.1668288740194","fr","92.184.104.183","false","web","2022-11-12T21:30:20.998Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","lW0LVk","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","5686789127.1668049697914","fr","80.9.240.131","false","web","2022-11-10T03:08:18.900Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","lyK8FJ","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","9137085739.1667995537469","fr","80.9.240.131","false","web","2022-11-09T12:03:44.542Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","m1rHL8","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","6203851186.1671018317435","fr","80.9.240.131","false","web","2022-12-14T11:45:21.539Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","m93kiz","bordeaux","[{""N"":""44.8404""},{""N"":""-0.5805""}]","fr","3052914616.1667996945237","fr","92.184.98.29","false","web","2022-11-09T13:01:37.190Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","msdIHA","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-11-14T22:38:11.378Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","n1MuFJ","colomiers","[{""N"":""1.3347""},{""N"":""43.6106""}]","fr","4804790216.1667788104995","fr","80.9.240.131","false","app","2022-11-09T12:40:08.843Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","n4rpkv","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-12-16T17:43:45.323Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","nD2Wam","paris","[{""N"":""48.8331""},{""N"":""2.3264""}]","fr","2047358982.1667950602534","fr","92.184.117.65","false","web","2022-12-28T00:02:35.758Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","nElOgh","strasbourg","[{""N"":""48.5839""},{""N"":""7.7455""}]","fr","8705400293.1674080749160","fr","92.184.124.75","false","web","2023-01-18T22:19:59.300Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","nNz3I9","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","7501833626.1668127320122","fr","92.184.106.35","false","web","2022-11-11T00:40:14.218Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","nbTUzL","colomiers","[{""N"":""1.3347""},{""N"":""43.6106""}]","fr","5752083506.1668813242600","en","80.9.240.131","false","app","2022-12-08T02:08:54.872Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","nyJsDw","monaco","[{""N"":""43.7333""},{""N"":""7.4167""}]","mc","4483856069.1669628830508","fr","80.94.102.193","false","web","2022-11-28T09:52:06.089Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","o8bomb","Paris","[{""N"":""2.3488""},{""N"":""48.8534""}]","fr","UKJEA06Vl","fr","92.184.106.127","false","","2022-11-12T00:08:20.351Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","oGrBa3","bordeaux","[{""N"":""-0.5805""},{""N"":""44.8404""}]","fr","6864572312.1668906081515","fr","92.184.98.218","false","app","2022-11-26T09:51:39.727Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","oyDFcG","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","4727897728.1681236204969","fr","86.249.148.170","false","web","2023-04-20T09:11:16.218Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","p4UNWs","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-12-22T22:59:33.622Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","pkDDH9","bordeaux","[{""N"":""44.8404""},{""N"":""-0.5805""}]","fr","3052914616.1667996945237","fr","92.184.98.29","false","web","2022-11-09T12:29:08.924Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","pxAmkW","monaco","[{""N"":""43.7333""},{""N"":""7.4167""}]","mc","1889446808.1667995812905","fr","195.78.30.154","false","web","2022-11-09T12:10:13.932Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","pyBa2Y","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","9773274691.1668296352940","fr","92.184.104.183","false","web","2022-11-12T23:37:08.234Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","qXnQOe","bad rappenau","[{""N"":""49.2385""},{""N"":""9.1018""}]","de","2827387729.1673942356174","fr","37.24.81.254","false","web","2023-01-17T08:02:47.024Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","qoS30v","brussels","[{""N"":""50.8505""},{""N"":""4.3488""}]","be","5016019710.1668425596592","fr","66.249.93.134","false","web","2022-11-14T11:33:17.390Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","qyqcHS","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","3194838085.1668294543592","fr","92.184.104.183","false","web","2022-11-12T23:09:10.672Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","t8PlCJ","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","7863962928.1668294146554","fr","92.184.104.88","false","web","2022-11-13T00:18:17.194Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","tJxc90","bordeaux","[{""N"":""-0.5805""},{""N"":""44.8404""}]","fr","6864572312.1668906081515","fr","92.184.108.247","false","app","2022-12-10T21:09:51.083Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","tkL2N2","paris","[{""N"":""48.8534""},{""N"":""2.3488""}]","fr","7863962928.1668294146554","fr","92.184.104.88","false","web","2022-11-12T23:06:45.862Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","u35ac4","tournefeuille","[{""N"":""43.5887""},{""N"":""1.3192""}]","fr","8863675474.1677291274696","fr","86.249.148.170","false","web","2023-02-25T02:14:39.678Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","vBMvjk","colomiers","[{""N"":""1.3347""},{""N"":""43.6106""}]","fr","6864572312.1668906081515","fr","80.9.240.131","false","app","2022-12-20T23:48:04.733Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","vRStZN","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","4727897728.1681236204969","fr","86.249.148.170","false","web","2023-04-19T23:05:56.078Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","vTVJsX","tournefeuille","[{""N"":""43.5887""},{""N"":""1.3192""}]","fr","5830974889.1677669688226","fr","86.249.148.170","false","web","2023-03-01T11:21:34.011Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","vkrX4g","bordeaux","[{""N"":""-0.5805""},{""N"":""44.8404""}]","fr","6864572312.1668906081515","fr","92.184.98.62","false","app","2022-11-26T15:04:22.937Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","voscAR","bordeaux","[{""N"":""-0.5805""},{""N"":""44.8404""}]","fr","6864572312.1668906081515","en","92.184.108.172","false","app","2023-04-24T00:12:49.504Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","wfXqI9","strasbourg","[{""N"":""48.5839""},{""N"":""7.7455""}]","fr","2047358982.1667950602534","en","92.184.124.75","false","web","2023-01-18T22:27:12.019Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","wxViHi","colomiers","[{""N"":""1.3347""},{""N"":""43.6106""}]","fr","6864572312.1668906081515","fr","80.9.240.131","false","app","2022-11-21T20:20:35.019Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","xTr2WF","tournefeuille","[{""N"":""43.5887""},{""N"":""1.3192""}]","fr","4465346072.1676384921184","fr","86.249.148.170","false","web","2023-02-14T23:40:14.809Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","xW0CUm","paris","[{""N"":""48.8412""},{""N"":""2.3003""}]","fr","2989799704.1678901106289","fr","185.42.176.69","false","web","2023-03-15T17:25:07.510Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","yeXOnr","colomiers","[{""N"":""43.6106""},{""N"":""1.3347""}]","fr","2047358982.1667950602534","fr","80.9.240.131","false","web","2022-12-24T12:45:31.406Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","z2PFYo","tournefeuille","[{""N"":""43.5887""},{""N"":""1.3192""}]","fr","4465346072.1676384921184","fr","86.249.148.170","false","web","2023-02-14T15:55:28.835Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","zJuyLs","brussels","[{""N"":""50.8505""},{""N"":""4.3488""}]","be","5827627558.1668425596372","fr","66.249.93.150","false","web","2022-11-14T11:33:17.056Z"
"eu-west-1:7483655c-3e5c-4f0a-a4df-0564b3f7bdfa","zQhOS7","bordeaux","[{""N"":""-0.5805""},{""N"":""44.8404""}]","fr","6864572312.1668906081515","fr","92.184.108.196","false","app","2022-12-19T16:24:57.059Z"